Year,Type,Country,Area,Activity,Reference
2013.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.14-Lutteropp.pdf
2013.0,Unprovoked,USA,Hawaii,Kiteboarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.13-Flannery.pdf
2013.0,Unprovoked,USA,South Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.11-Royston.pdf
2013.0,Unprovoked,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.08.05-Mercurio.pdf
2013.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.31-Cashmani.pdf
2013.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.30-Bretz.pdf
2013.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.c-Norrie.pdf
2013.0,Unprovoked,MEXICO,Quintana Roo,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.b-Davis.pdf
2013.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.29.a-Gatewood
2013.0,Unprovoked,BAHAMAS,Exuma Islands,Cleaning fish,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.28.b-Bahamas.pdf
2013.0,Unprovoked,BAHAMAS,Abaco Islands,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.28.a-Bahamas.pdf
2013.0,Unprovoked,BRAZIL,Pernambuco,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.22-Gobbi.pdf
2013.0,Unprovoked,USA,Alabama,Walking in surf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.19-Havrylkoff.pdf
2013.0,Unprovoked,USA,Florida,Swimming ,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.17-StAugustine.pdf
2013.0,Unprovoked,REUNION,Saint-Paul,Swimming & snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.15-Reunion.pdf
2013.0,Unprovoked,USA,North Carolina,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.11-Corey.pdf
2013.0,Invalid,SPAIN,Catalonia,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.09-Frennet.pdf
2013.0,Unprovoked,AUSTRALIA,Victoria,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.07.02-McDonald-Jones.pdf
2013.0,Unprovoked,TAIWAN,Taitung ,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.30-TaiwaneseFisherman.pdf
2013.0,Boating,USA,California,Kayaking / Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.c-Flanaberg.pdf
2013.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.b-Malone.pdf
2013.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.25.a-Watson.pdf
2013.0,Unprovoked,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.18-Kerrigan.pdf
2013.0,Unprovoked,USA,Texas,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.17-Sebesta.pdf
2013.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.16-Bracey.pdf
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.15-LaFlam.pdf
2013.0,Unprovoked,USA,South Carolina,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.14.R-Foreman.pdf
2013.0,Provoked,USA,Florida,Fishing for sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.06.b-Kefauver.pdf
2013.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.06.06.a-Adamson.pdf
2013.0,Unprovoked,USA,Hawaii,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.27.b-Ena.pdf
2013.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.27-Kirkpatrick.pdf
2013.0,Unprovoked,ECUADOR,Santa Cruz Island,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.14-Diego.pdf
2013.0,Invalid,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.08.b-Beaver.pdf
2013.0,Unprovoked,REUNION,Saint-Gilles,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.08.a-Berhamel.pdf
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.05.04-Adler.pdf
2013.0,Provoked,AUSTRALIA,New South Wales,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.28-Collins.pdf
2013.0,Unprovoked,MEXICO,Quintana Roo,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.24-Carchia.pdf
2013.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.21-Saunders.pdf
2013.0,Unprovoked,USA,Florida,Playing in the surf,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.17-Cicarelli.pdf
2013.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Free diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.14-FalseBay.pdf
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.13.b-JoshuaWhite.pdf
2013.0,Unprovoked,FRENCH POLYNESIA,Tuamotus,Kite boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.10-Eitel.pdf
2013.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.04-JensenBeach.pdf
2013.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.04.02.a-Hawaii.pdf
2013.0,Invalid,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.31-Tognetti.pdf
2013.0,Unprovoked,BAHAMAS,Eleuthera,Fly fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.21.a-Bahamas.pdf
2013.0,Provoked,SOUTH AFRICA,Western Cape Province,Fishing - 'tag & release',http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.16.b-Koeberg.pdf
2013.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.16.a-Henri.pdf
2013.0,Unprovoked,JAMAICA,St. Catherine,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.12-Facey.pdf
2013.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.10.b-Thomason.pdf
2013.0,Unprovoked,PHILIPPINES,Palawan,Swimming to shore with floatioon devices after boat engine conked out,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.10.a-PhilippineMarines.pdf
2013.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.03-Nogumla.pdf
2013.0,Unprovoked,NEW ZEALAND,North Island,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.27-Strange.pdf
2013.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.21.b-Hawaii.pdf
2013.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.21.a-Lansky.pdf
2013.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.10-Taschman.pdf
2013.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.02.09-Kritzer.pdf
2013.0,Boat,AUSTRALIA,Victoria,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.26-boat.pdf
2013.0,Unprovoked,AUSTRALIA,Queensland,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.25-Cassaigne.pdf
2013.0,Invalid,AUSTRALIA,Queensland,Dragging stranded shark into deeper water,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.21.R-Marshallsea.pdf
2013.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.16-Santos.pdf
2013.0,Unprovoked,NEW ZEALAND,Mercury Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.13-Bade.pdf
2013.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing / Free diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.01.05-Swaffer.pdf
2012.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.31-JensenBeach.pdf
2012.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.30-Sheather.pdf
2012.0,Unprovoked,AUSTRALIA,New South Wales,Paddle boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.28-Luke-Allan.pdf
2012.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.25-Sibili.pdf
2012.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.19-Wands.pdf
2012.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.05-Kauai.pdf
2012.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.02-Green-Island.pdf
2012.0,Unprovoked,NEW ZEALAND,South Island,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.12.00-Oliver.pdf
2012.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.30-Kennedy.pdf
2012.0,Unprovoked,MEXICO,Sinaloa,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.22-Garcia.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.19-Rittgers.pdf
2012.0,Unprovoked,USA,Hawaii,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.04.b-Riglos.pdf
2012.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.11.04.a-Kekaha.pdf
2012.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.30-Stephens.pdf
2012.0,Unprovoked,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.27-Haugen.pdf
2012.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.23-Solorio.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.18.b-PonceInlet.pdf
2012.0,Unprovoked,USA,Hawaii,Paddle boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.18.a-Peterson.pdf
2012.0,Unprovoked,NIGERIA,Delta,Bathing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.11.R-Nigeria.pdf
2012.0,Unprovoked,USA,California,Windsurfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.07-Proppe.pdf
2012.0,Unprovoked,AUSTRALIA,Western Australia,Bodyboarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.10.02-Gavriliu.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.25-Taylor.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.24-Murray.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.16-CocoaBeach.pdf
2012.0,Unprovoked,TONGA,Vava'u,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.10-Maguire.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.09-NSB.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.08.b-Fowler.pdf
2012.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.08.a-SouthBeach.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.06.b-Fyfe.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.06.a-Birchall.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.04-MelbourneBeach.pdf
2012.0,Unprovoked,USA,Florida,Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.02.b-NSB-girl.pdf
2012.0,Provoked,USA,Hawaii,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.02.c-Malabon.pdf
2012.0,Unprovoked,USA,Florida,Swimming or boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.09.02.a-NSB-Woman.pdf
2012.0,Provoked,SCOTLAND,Inner Hebrides,Shark fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.31.R-Hamish.pdf
2012.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.28-Hines.pdf
2012.0,Unprovoked,BRAZIL,Pernambuco,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.26-Brazil.pdf
2012.0,Unprovoked,USA,Alabama,Wading or swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.15-GulfShoresSwimmer.pdf
2012.0,Boating,AUSTRALIA,Western Australia,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.11-FishingBoat.pdf
2012.0,Unprovoked,USA,Florida,Free diving ,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.09-Lowe.pdf
2012.0,Unprovoked,REUNION,Saint Leu,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.05-Bujon.pdf
2012.0,Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.08.04-FrenchPolynesia.pdf
2012.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.31.b-Tennison.pdf
2012.0,Unprovoked,AUSTRALIA,South Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.31.a-Campion.pdf
2012.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.30.b-Stotts.pdf
2012.0,Unprovoked,USA,Massachusetts,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.30.a-Myers.pdf
2012.0,Unprovoked,REUNION,Trois-Bassins,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.23-Rassica.pdf
2012.0,Invalid,TRINIDAD & TOBAGO,Trinidad,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.21-Galera-drowning.pdf
2012.0,Invalid,CANADA,British Colombia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.19-Dakers.pdf
2012.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.14-Linden.pdf
2012.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.08-Fasick.pdf
2012.0,Unprovoked,BAHAMAS,Eleuthera,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.07.c-Connelly.pdf
2012.0,Invalid,AUSTRALIA,Victoria,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.07.b-Lee.pdf
2012.0,Boating,USA,California,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.07.a-SantaCruz.pdf
2012.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.07.06-Mostert.pdf
2012.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.26.c-Bieber.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.26.b-NewSmyrnaBeach.pdf
2012.0,Unprovoked,USA,Hawaii,Sitting in the water,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.26.a-StClair.pdf
2012.0,Unprovoked,AUSTRALIA,Tasmania,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.22.b-Barthy.pdf
2012.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.22.a-McInerney.pdf
2012.0,Unprovoked,AUSTRALIA,Western Australia,Surf skiing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.20-Kane.pdf
2012.0,Invalid,USA,South Carolina,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.19-MyrtleBeach.pdf
2012.0,Unprovoked,USA,North Carolina,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.18-Daniel.pdf
2012.0,Provoked,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.15-SummerlandKey.pdf
2012.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.14.d-female-MyrtleBeach.pdf
2012.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.14.c-MyrtleBeach.pdf
2012.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.14.b-male-MyrtleBeach.pdf
2012.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.14.a-Garosalo.pdf
2012.0,Unprovoked,AUSTRALIA,Victoria,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.12-Higgins.pdf
2012.0,Provoked,ITALY,Sardinia,Attempting to rescue an injured & beached shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.10-Zara.pdf
2012.0,Unprovoked,AUSTRALIA,New South Wales,Surf skiing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.03-Ayre.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.02.b-DelRosso.pdf
2012.0,Unprovoked,USA,South Carolina,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.06.02.a-Maczynski.pdf
2012.0,Unprovoked,USA,North Carolina,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.05.31-Konkler.pdf
2012.0,Unprovoked,MEXICO,Guerrero,Free diving / spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.05.29-Navarrette.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.05.23-Renfro.pdf
2012.0,Boating,USA,Hawaii,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.05.20-Gallardo.pdf
2012.0,Boating,USA,California,Kayaking / Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.05.12-Nocchi.pdf
2012.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.05.09-Stei.pdf
2012.0,Unprovoked,USA,California,Paddle boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.05.06-McKereghan.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.04.19.b-Ellingham.pdf
2012.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.04.19.a-Lilienfeld.pdf
2012.0,Boating,AUSTRALIA,South Australia,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.04.11-Demasi.pdf
2012.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.04.03-Holley.pdf
2012.0,Unprovoked,AUSTRALIA,Western Australia,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.31-Kurmann.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.24-Coppola.pdf
2012.0,Boating,AUSTRALIA,Western Australia,Crayfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.22-Kalbarri-fishermen.pdf
2012.0,Unprovoked,AUSTRALIA,Queensland,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.20-OLeary.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.15-Wacha.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.14.b-Levy.pdf
2012.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.14.a-Romano.pdf
2012.0,Unprovoked,NEW ZEALAND,North Island,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.06.b-Garrett.pdf
2012.0,Provoked,AUSTRALIA,Victoria,"Diving, feeding sharks",http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.06.a-MelbourneAquarium.pdf
2012.0,Unprovoked,REUNION,Saint-Benoit,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.05-Itema.pdf
2012.0,Unprovoked,USA,Florida,Kite Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.04-Worrall.pdf
2012.0,Invalid,SAUDI ARABIA,Tabuk Province,Attempting to Kite surf from Egypt to Saudi Arabia,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.03-Lisewski.pdf
2012.0,Provoked,CHILE,Antofagasta Province,Fishing (illegally),http://sharkattackfile.net/spreadsheets/pdf_directory/2012.03.01-Salomon.pdf
2012.0,Provoked,USA,Florida,Kite Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.02.26-Lasser.pdf
2012.0,Unprovoked,AUSTRALIA,New South Wales,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.02.25-BroughtonIslandFisherman.pdf
2012.0,Boat,SOUTH AFRICA,Western Cape Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.02.20-StrandfonteinBoat.pdf
2012.0,Unprovoked,AUSTRALIA,Queensland,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.02.06-Ferguson.pdf
2012.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.27-NV-Graden.pdf
2012.0,Unprovoked,AUSTRALIA,Western Australia,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.19-Pickering.pdf
2012.0,Provoked,TAIWAN,Taitung ,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.18.b-Taiwan.pdf
2012.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.18.a-Folkard.pdf
2012.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.15-Msungubana.pdf
2012.0,Unprovoked,USA,Oregon,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.13-Harnack.pdf
2012.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.03-Wells.pdf
2012.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2012.01.02-Hugo-Ricardo-Mendes-da-Silva.pdf
2011.0,Invalid,ANTIGUA,St John's,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.26.R-Edwards.pdf
2011.0,Unprovoked,ECUADOR,Santa Elena,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.25-Trejos.pdf
2011.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.23-Futato.pdf
2011.0,Provoked,USA,Hawaii,Canoeing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.21.b-Miyake.pdf
2011.0,Boating,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.21.a-Coetzee.pdf
2011.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.11-King.pdf
2011.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Surf skiing ,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.07.b-Kohler.pdf
2011.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.07.a-Mason.pdf
2011.0,Unprovoked,USA,Oregon,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.06-Seaside-Oregon.pdf
2011.0,Invalid,AUSTRALIA,Queensland,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.05-Forsden.pdf
2011.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.12.02-Carter.pdf
2011.0,Unprovoked,INDONESIA,Bali,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.11.29-Andrews.pdf
2011.0,Unprovoked,AUSTRALIA,Queensland,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.11.28-Kriz-not-on-spreadsheet.pdf
2011.0,Boating,USA,California,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.11.22-Harry-Pali.pdf
2011.0,Unprovoked,PAPUA NEW GUINEA,East New Britain,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.11.20.R-PigeonIsland.pdf
2011.0,Unprovoked,BRAZIL,Pernambuco,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.11.12-Periera-Pernambuco.pdf
2011.0,Unprovoked,REUNION,Bois-Blanc ,Free diving / spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.11.11-Delaunay.pdf
2011.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.29-Tarantino.pdf
2011.0,Unprovoked,SCOTLAND,Moray,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2011.10.28.R-Rollo.pdf
