Year,Type,Country,Area,Activity,Reference
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.02-NSB.pdf
2016.0,Unprovoked,USA,Florida,Surfng,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.10.01-NSB.pdf
2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.26-Allen.pdf
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.c-NSB.pdf
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.b-Luciano.pdf
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.18.a-NSB.pdf
2016.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.b-Yuma.pdf
2016.0,Unprovoked,AUSTRALIA,Victoria,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.17.a-Angiolella.pdf
2016.0,Unprovoked,AUSTRALIA,Victoria,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.16-BellsBeach.pdf
2016.0,Boating,AUSTRALIA,Western Australia,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.15.R-boat.pdf
2016.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.11-PonteVedra.pdf
2016.0,Unprovoked,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.07-Bagnol.pdf
2016.0,Unprovoked,NEW CALEDONIA,North Province,Kite surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.06-Jewell.pdf
2016.0,Unprovoked,USA,South Carolina,Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.b-Williams.pdf
2016.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.05.a-Penman.pdf
2016.0,Unprovoked,USA,Florida,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.04-Moore.pdf
2016.0,Unprovoked,USA,California,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.09.01-McQuillen.pdf
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.b-Cumiskey.pdf
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.29.a-NSB.pdf
2016.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.25-Cassetty.pdf
2016.0,Unprovoked,BAHAMAS,New Providence Island,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.07-Stoch.pdf
2016.0,Unprovoked,USA,Hawaii,SUP Foil boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.08.06-Baxter.pdf
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.04-Tyler.pdf
2016.0,Unprovoked,SPAIN,Alicante Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.29-Spain.pdf
2016.0,Unprovoked,CHINA,Hong Kong,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28.R-Franz.pdf
2016.0,Boating,AUSTRALIA,Western Australia,Kayaking,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.28-Watkins.pdf
2016.0,Provoked,USA,Florida,Lobstering,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.27-Sapp.pdf
2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.26-Ballina.pdf
2016.0,Unprovoked,JAPAN,Kochi Prefecture,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.24-Japan.pdf
2016.0,Unprovoked,AUSTRALIA,Tasmania,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23.b-Critchlow.pdf
2016.0,Unprovoked,BAHAMAS,Abaco Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.23-Cutbirth.pdf
2016.0,Provoked,AUSTRALIA,Queensland,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.20-Burck.pdf
2016.0,Boating,USA,Alabama,Fishing in Alabama Deep Fishing Rodeo,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.17-Gulf.pdf
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.16.b-NSB.pdf
2016.0,Unprovoked,USA,California,Kite surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.15.b-Frees.pdf
2016.0,Unprovoked,USA,South Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.15.a-MyrtleBeach.pdf
2016.0,Unprovoked,SPAIN,Canary Islands,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.08.R-Spain.pdf
2016.0,Boating,USA,California,Fishing for squid,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.08-CapitolaBoat.pdf
2016.0,Provoked,USA,Massachusetts,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.07.b-Brissom.pdf
2016.0,Boating,USA,California,Fishing for sharks,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.07.a-PoeBoat.pdf
2016.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.06-Njwoman.pdf
2016.0,Provoked,AUSTRALIA,Queensland,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.07.04-Oliver.pdf
2016.0,Unprovoked,USA,North Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.25-AtlanticBeach.pdf
2016.0,Unprovoked,COLUMBIA,Isla Provedencia,Scuba Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.24-Velez.pdf
2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.23-Nel.pdf
2016.0,Unprovoked,USA,South Carolina,Floating,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.21.b-Schott.pdf
2016.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.21.a-SatelliteBeach.pdf
2016.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.b-Kauai.pdf
2016.0,Provoked,AUSTRALIA,Western Australia,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.15.a-Vale.pdf
2016.0,Unprovoked,USA,Texas,Floating in tube,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.14-Melton.pdf
2016.0,Unprovoked,USA,North Carolina,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.11-Bowen.pdf
2016.0,Invalid,USA,South Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.07-Oneill.pdf
2016.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.b-Flagler.pdf
2016.0,Unprovoked,AUSTRALIA,Western Australia,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.05.a-Collyer.pdf
2016.0,Unprovoked,EGYPT,Suez,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.04-Qader.pdf
2016.0,Unprovoked,AUSTRALIA,New South Wales,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.06.02.b-Matigan.pdf
2016.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.31-Gerring.pdf
2016.0,Unprovoked,USA,California,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.29.b-Corona.pdf
2016.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.29.a-Neptune.pdf
2016.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.22-Marcus.pdf
2016.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.21.b-Magee.pdf
2016.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.21.a-Girl.pdf
2016.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.18-Wilson.pdf
2016.0,Provoked,USA,Florida,Teasing a shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.15-Boca.pdf
2016.0,Unprovoked,USA,Hawaii,Floating,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.03-Maui.pdf
2016.0,Provoked,NEW ZEALAND,North Island,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.05.02-NZ-pdf
2016.0,Unprovoked,INDONESIA,Bali,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.25-Boarman.pdf
2016.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.23-Beardall.pdf
2016.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surf-skiing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.22-Manson.pdf
2016.0,Unprovoked,AUSTRALIA,New South Wales,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.19-Kedem.pdf
2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.18.b-Iotua.pdf
2016.0,Provoked,FRENCH POLYNESIA,Tuamotos,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.18.a-Tokoragi.pdf
2016.0,Unprovoked,USA,Florida,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.13-Senkowicz.pdf
2016.0,Unprovoked,NEW CALEDONIA,Grand Terre,Walking,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.09-Malignon.pdf
2016.0,Unprovoked,USA,Florida,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.07.b-Lester.pdf
2016.0,Invalid,USA,Florida,SUP,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.04.07.a-Trinidad.pdf
2016.0,Unprovoked,USA,Hawaii,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.31-Orr.pdf
2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.30-Connellan.pdf
2016.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2013.03.28.a-Smyth.pdf
2016.0,Invalid,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.13-BolsaChicaSurfer.pdf
2016.0,Unprovoked,USA,Florida,Body surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.11-Kenny.pdf
2016.0,Unprovoked,Fiji,Vanua Levu,Diving for beche-de-mer,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.10-Tabua.pdf
2016.0,Unprovoked,AUSTRALIA,South Australia,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.03.R-Taplin.pdf
2016.0,Unprovoked,BRAZIL,Santa Catarina State,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.03.02-Thomas.pdf
2016.0,Unprovoked,NEW CALEDONIA,South Province,Kite surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.22-Noumea.pdf
2016.0,Unprovoked,NEW CALEDONIA,South Province,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.19-NewCaledonia.pdf
2016.0,Unprovoked,DOMINICAN REPUBLIC,Altagracia Province,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.12-Howe.pdf
2016.0,Invalid,CAYMAN ISLANDS,Grand Cayman,Feeding stingrays?,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.10.R-Branson-stingray.pdf
2016.0,Invalid,AUSTRALIA,Tasmania,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.11-NettleyBay.pdf
2016.0,Unprovoked,AUSTRALIA,Queensland,Walking,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.05-Stradbroke.pdf
2016.0,Unprovoked,AUSTRALIA,New South Wales,Windsurfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.04-Morris.pdf
2016.0,Unprovoked,BRAZIL,Balneário Camboriú,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.02.02-Thomas.pdf
2016.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.29-DeLange.pdf
2016.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.28-Kauai.pdf
2016.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.25-Waldman.pdf
2016.0,Unprovoked,USA,Texas,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.24.b-Love.pdf
2016.0,Boating,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.24.a-UAEboat.pdf
2016.0,Unprovoked,USA,Hawaii,Paddle boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.23-Mason.pdf
2016.0,Unprovoked,AUSTRALIA,Queensland,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.11.R-Hilder.pdf
2016.0,Unprovoked,AUSTRALIA,Queensland,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.05-Davis.pdf
2016.0,Unprovoked,AUSTRALIA,Queensland,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2016.01.02-Countryman.pdf
2015.0,Boating,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.26-Wardell.pdf
2015.0,Unprovoked,SPAIN,Grand Canary Island,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.25-GrandCanary.pdf
2015.0,Unprovoked,USA,Hawaii,Paddle boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.22-Ford.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.b-Norburn.pdf
2015.0,Unprovoked,BRAZIL,Pernambuco,Scuba diving,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.21.a-Brazil.pdf
2015.0,Boating,AUSTRALIA,New South Wales,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.13-Crust-Boat.pdf
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.12.08-Scott.pdf
2015.0,Unprovoked,ECUADOR,Galapagos Islands,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.20-Hurley.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.16-Conti.pdf
2015.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.b-SRB.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.15.a-Engelman.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.10-Morgan.pdf
2015.0,Invalid,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.07-Underwood.pdf
2015.0,Unprovoked,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.03-O'Leary.pdf
2015.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.b-Kruse.pdf
2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.11.01.a-Ernesto.pdf
2015.0,Unprovoked,AUSTRALIA,Western Australia,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.30-Galli.pdf
2015.0,Unprovoked,USA,Hawaii,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.28-Senensi.pdf
2015.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.25-Anderson.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.21-Playalinda.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.19-Kirn.pdf
2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.c-Cavel.pdf
2015.0,Invalid,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.b.-Hawaii. pdf
2015.0,Unprovoked,USA,Hawaii,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.17.a-Lee.pdf
2015.0,Boating,USA,California,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.13-Pavacich-kayak.pdf
2015.0,Unprovoked,USA,South Carolina,Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.b-Kershner.pdf
2015.0,Unprovoked,USA,Hawaii,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.09.a-Cook.pdf
2015.0,Unprovoked,MOZAMBIQUE,Inhambane Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.08-Rafael.pdf
2015.0,Unprovoked,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.07-Zawadzki.pdf
2015.0,Unprovoked,USA,Florida,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05.b-FtPierce.pdf
2015.0,Unprovoked,USA,Texas,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.05-Slaughter.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.10.04-Tarasovic.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.29-Morrison.pdf
2015.0,Unprovoked,AUSTRALIA,Queensland,Snorkeling,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.26-QLD.pdf
2015.0,Boating,USA,California,Kayak fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.24-Kenney.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.d-NSB.pdf
2015.0,Unprovoked,USA,Hawaii,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.c-Braxton.pdf
2015.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.b-Bitner.pdf
2015.0,Unprovoked,USA,Florida,Photographing fish,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.20.a-Schiavo.pdf
2015.0,Boating,USA,California,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.19-McCracken.pdf
2015.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.18-Vergenz.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.17-Liebetrau.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.08-Daniels.pdf
2015.0,Unprovoked,USA,California,Stand-Up Paddleboarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.06-Gennaro.pdf
2015.0,Provoked,USA,California,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.05-Marks.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surf-skiing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.04-Quinliven.pdf
2015.0,Unprovoked,THAILAND,Phuket,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.09.01-Neame.pdf
2015.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.b-Dempsey.pdf
2015.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.29.a-Phillips.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.22.a-Carr.pdf
2015.0,Unprovoked,USA,South Carolina,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.20-Peyton.pdf
2015.0,Unprovoked,USA,Florida,Walking,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.19-Szsarmack
2015.0,Boating,USA,California,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.b-Lyon.pdf
2015.0,Invalid,SPAIN,Alicante,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.18.a-Benidorm.pdf
2015.0,Provoked,USA,California,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.08.10-Shafer.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.31-Ison.pdf
2015.0,Unprovoked,COSTA RICA,Guanacaste,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.28-McCall.pdf
2015.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.b-Warrilow.pdf
2015.0,Invalid,USA,South Carolina,Floating,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.26.a-Edisto.pdf
2015.0,Unprovoked,AUSTRALIA,Tasmania,Scallop diving on hookah,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.25-Johnson.pdf
2015.0,Provoked,USA,California,Kayak Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.b-Lorber.pdf
2015.0,Unprovoked,AUSTRALIA,Victoria,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.23.a-Victoria.pdf
2015.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.19-Fanning.pdf
2015.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.10-Miskin.pdf
2015.0,Invalid,USA,California,Treading water,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.08-Finney.pdf
2015.0,Invalid,FRENCH POLYNESIA,Bora Bora,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.06-Termini.pdf
2015.0,Unprovoked,BAHAMAS,Grand Bahama Island,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.04.b-Hester.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.03-Hoile.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Body boarding ,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.02-Matt-Lee.pdf
2015.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.07.01-Costello.pdf
2015.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.b-Steve.pf
2015.0,Unprovoked,USA,South Carolina,Playing in the water,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.30.a.pdf-Weakley.pdf
2015.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27.b-Rodanthe.pdf
2015.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Body Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.27-Swanepoel.pdf
2015.0,Invalid,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.c-Jacksonville.pdf
2015.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.b-Reddering.pdf
2015.0,Unprovoked,USA,South Carolina,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.26.a-Donahue.pdf
2015.0,Provoked,AUSTRALIA,Western Australia,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25.R-Stephen.pdf
2015.0,Unprovoked,USA,North Carolina,Body surfing?,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.25-Avon.pdf
2015.0,Unprovoked,USA,North Carolina,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.b-Noyes.pdf
2015.0,Invalid,AUSTRALIA,Western Australia,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.24.a-Kumpe.pdf
2015.0,Unprovoked,USA,South Carolina,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.23-Davenport.pdf
2015.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.17-Simpson.pdf
2015.0,Unprovoked,USA,North Carolina,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.b-Treschel.pdf
2015.0,Unprovoked,USA,North Carolina,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.14.a-Yow.pdf
2015.0,Unprovoked,USA,North Carolina,Boogie boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.11-OceanIsle.pdf
2015.0,Unprovoked,USA,Florida,Playing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.07-Vertullo.pdf
2015.0,Unprovoked,USA,Florida,Attempting to rescue a shark,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.05-FortLauderdale.pdf
2015.0,Unprovoked,REUNION,Le Port,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.06.01-Chaussalet.pdf
2015.0,Unprovoked,USA,Florida,Standing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.b-Gilpin.pdf
2015.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.29.a-Hatfield.pdf
2015.0,Unprovoked,FRENCH POLYNESIA,Rangiroa,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.25-Rangiroa.pdf
2015.0,Unprovoked,USA,Florida,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2015.05.24-Wheatro.pdf
